order_id,category,price,discount_pct,payment_method,device,past_orders,past_return_rate,days_to_deliver,is_gift_wrapped,size_variants_in_order,review_score_of_product,returned
ORD100068,Apparel,268.1,30.0,UPI,Mobile,6,0.111,4,0,2,2.8,0
ORD100069,Footwear,632.35,40.4,COD,Mobile,4,0.171,3,0,2,3.5,1
ORD100070,Apparel,1811.19,6.4,COD,Desktop,2,0.047,1,1,3,5.0,0
ORD100071,Footwear,901.57,59.0,Wallet,Mobile,3,0.083,3,0,2,4.3,0
ORD100072,Books,150.43,31.6,COD,Tablet,3,0.016,2,0,1,3.9,0
ORD100073,Apparel,533.83,9.5,COD,Mobile,4,0.062,3,0,3,2.8,1
ORD100074,Apparel,1172.78,15.8,COD,Mobile,3,0.043,8,0,1,5.0,0
ORD100075,Apparel,125.5,13.2,Wallet,Mobile,6,0.118,5,0,1,3.0,0
ORD100076,Apparel,2249.59,11.3,COD,Mobile,3,0.026,6,0,2,3.0,0
ORD100077,Home,559.38,29.4,UPI,Mobile,0,0.0,1,0,3,3.3,0
ORD100078,Electronics,827.83,25.9,COD,Mobile,7,0.146,1,0,2,4.1,0
ORD100079,Beauty,361.61,14.6,COD,Mobile,1,0.0,3,0,1,3.0,0
ORD100080,Home,513.73,25.4,Card,Mobile,4,0.454,5,0,2,5.0,0
ORD100081,Footwear,220.3,27.9,UPI,Mobile,3,0.0,1,0,1,3.7,0
ORD100082,Beauty,1983.0,24.0,Card,Mobile,4,0.026,5,0,1,4.5,0
ORD100083,Apparel,2474.39,15.9,COD,Mobile,3,0.124,4,0,2,4.6,1
ORD100084,Apparel,3401.59,15.0,Wallet,Mobile,1,0.008,4,0,3,4.3,0
ORD100085,Apparel,100.57,24.0,UPI,Mobile,1,0.229,1,0,1,3.9,0
ORD100086,Home,662.88,10.1,Wallet,Tablet,6,0.068,1,0,3,4.7,0
ORD100087,Electronics,726.99,14.7,COD,Desktop,7,0.167,3,0,1,3.2,0
ORD100088,Apparel,261.13,6.3,UPI,Mobile,6,0.197,3,0,3,4.4,1
ORD100089,Electronics,689.2,41.5,COD,Mobile,4,0.016,3,0,2,3.8,0
ORD100090,Apparel,135.24,21.0,Card,Mobile,5,0.0,5,0,3,4.2,0
ORD100091,Home,1852.76,43.1,Card,Mobile,1,0.02,2,0,1,3.6,0
ORD100092,Footwear,123.98,7.3,UPI,Tablet,2,0.025,3,0,2,4.6,0
ORD100093,Footwear,617.32,20.2,COD,Mobile,2,0.004,5,0,3,3.9,0
ORD100094,Footwear,1002.52,30.5,COD,Desktop,4,0.14,5,0,1,3.8,1
ORD100095,Home,287.28,37.9,COD,Desktop,2,0.145,3,0,2,4.1,0
ORD100096,Footwear,1694.84,30.2,Card,Desktop,4,0.126,4,1,2,4.7,0
ORD100097,Apparel,99.0,18.6,COD,Mobile,11,0.026,4,0,1,4.3,0
ORD100098,Apparel,479.35,17.6,COD,Mobile,2,0.215,2,1,1,5.0,0
ORD100099,Toys,107.99,44.5,UPI,Desktop,3,0.07,6,0,3,4.8,0
ORD100100,Books,245.68,20.9,COD,Desktop,5,0.162,5,0,1,4.2,1
ORD100101,Home,315.94,53.7,Wallet,Mobile,4,0.092,2,0,2,4.6,0
ORD100102,Apparel,299.06,21.7,COD,Mobile,4,0.126,1,0,1,4.0,0
ORD100103,Toys,1546.59,16.1,NetBanking,Mobile,7,0.374,2,0,3,4.3,0
ORD100104,Beauty,171.54,26.0,Card,Mobile,2,0.13,4,0,3,3.3,0
ORD100105,Home,121.65,27.8,UPI,Mobile,6,0.356,2,0,2,3.7,0
ORD100106,Footwear,334.3,1.5,UPI,Mobile,2,0.124,4,0,3,4.1,0
ORD100107,Apparel,545.66,16.5,Card,Desktop,7,0.018,5,0,1,4.0,0
ORD100108,Apparel,775.01,11.3,Card,Desktop,6,0.031,5,0,2,3.9,0
ORD100109,Books,1391.92,16.5,COD,Mobile,4,0.027,7,0,2,3.6,0
ORD100110,Electronics,99.0,7.9,NetBanking,Desktop,0,0.0,5,0,1,4.4,0
ORD100111,Apparel,2252.45,33.6,UPI,Mobile,4,0.116,5,0,2,4.7,1
ORD100112,Footwear,235.9,20.7,UPI,Mobile,7,0.092,4,0,2,4.1,0
ORD100113,Electronics,383.51,12.4,UPI,Desktop,2,0.078,1,0,1,3.6,0
ORD100114,Apparel,503.13,25.5,Card,Mobile,3,0.3,3,0,2,4.5,1
ORD100115,Books,99.0,9.3,UPI,Tablet,1,0.022,5,0,3,3.8,0
ORD100116,Beauty,333.89,55.2,UPI,Mobile,3,0.172,4,0,1,3.6,0
ORD100117,Home,1203.32,9.2,COD,Mobile,2,0.065,1,0,2,4.6,0
ORD100118,Footwear,869.82,1.3,UPI,Mobile,2,0.228,2,0,2,4.3,0
ORD100119,Home,314.06,9.7,COD,Mobile,0,0.0,1,0,3,4.8,0
ORD100120,Electronics,596.89,12.4,NetBanking,Mobile,5,0.023,7,0,2,3.1,0
ORD100121,Home,746.49,2.1,COD,Mobile,1,0.063,9,0,2,3.4,1
ORD100122,Apparel,390.37,40.0,Wallet,Desktop,6,0.059,8,0,3,3.4,1
ORD100123,Footwear,767.58,45.4,Card,Mobile,5,0.067,7,1,1,4.5,1
ORD100124,Apparel,239.75,34.4,Card,Mobile,2,0.028,5,1,2,3.4,0
ORD100125,Electronics,210.44,26.2,NetBanking,Desktop,4,0.194,4,0,3,3.5,0
ORD100126,Footwear,377.17,6.4,COD,Mobile,1,0.063,6,0,1,3.2,0
ORD100127,Apparel,99.0,20.1,UPI,Desktop,1,0.14,4,0,1,3.8,0
ORD100128,Apparel,919.61,26.5,COD,Mobile,3,0.225,5,0,1,2.9,1
ORD100129,Electronics,531.04,28.5,COD,Mobile,4,0.083,8,0,2,4.6,0
ORD100130,Apparel,403.45,42.0,UPI,Mobile,4,0.092,4,0,3,4.7,1
ORD100131,Books,1009.18,15.0,Card,Desktop,0,0.0,6,0,2,3.9,0
ORD100132,Electronics,698.13,39.3,Card,Desktop,6,0.121,3,0,3,4.4,0
ORD100133,Footwear,1283.6,34.9,COD,Desktop,2,0.008,2,0,1,4.6,0
ORD100134,Electronics,2042.35,9.6,Card,Mobile,2,0.019,4,0,1,4.8,0
ORD100135,Apparel,663.48,25.1,COD,Mobile,3,0.209,1,0,2,4.7,1
ORD100136,Toys,257.81,18.0,COD,Mobile,2,0.059,3,0,3,2.9,0
ORD100137,Electronics,946.15,26.7,COD,Mobile,5,0.153,2,0,1,3.4,0
ORD100138,Beauty,258.58,54.9,UPI,Mobile,8,0.069,4,0,1,4.1,0
ORD100139,Apparel,248.13,11.7,UPI,Mobile,6,0.027,6,0,1,4.2,0
ORD100140,Electronics,378.65,21.1,COD,Desktop,6,0.17,5,0,1,4.3,0
ORD100141,Electronics,1397.33,5.9,COD,Mobile,3,0.0,5,0,2,4.4,0
ORD100142,Books,967.94,23.0,UPI,Desktop,0,0.0,6,0,3,4.1,0
ORD100143,Electronics,1093.63,33.0,Card,Mobile,0,0.0,6,0,2,3.9,1
ORD100144,Electronics,550.38,30.0,COD,Mobile,2,0.03,4,1,3,3.9,0
ORD100145,Apparel,822.6,40.2,Card,Mobile,5,0.107,5,0,1,3.7,0
ORD100146,Footwear,846.23,18.1,UPI,Mobile,5,0.195,2,0,3,5.0,0
ORD100147,Electronics,265.21,10.0,UPI,Desktop,7,0.177,2,1,2,3.8,0
ORD100148,Footwear,836.69,24.6,COD,Mobile,1,0.079,3,0,1,3.6,0
ORD100149,Apparel,491.01,32.3,NetBanking,Mobile,3,0.138,4,0,2,2.9,0
ORD100150,Beauty,342.24,12.5,UPI,Mobile,4,0.0,3,0,2,5.0,0
ORD100151,Books,357.35,28.3,UPI,Desktop,5,0.088,3,0,3,2.7,0
ORD100152,Apparel,299.71,22.3,NetBanking,Mobile,2,0.015,8,0,3,3.5,0
ORD100153,Electronics,382.67,31.7,Card,Mobile,8,0.02,4,0,1,4.0,0
ORD100154,Apparel,489.17,27.3,Card,Mobile,1,0.464,3,0,1,4.6,0
ORD100155,Home,896.51,0.9,Card,Desktop,8,0.114,9,0,3,4.1,0
ORD100156,Apparel,1916.7,22.1,COD,Mobile,1,0.046,5,1,1,4.0,0
ORD100157,Home,821.92,29.6,Card,Mobile,6,0.119,4,0,1,4.7,0
ORD100158,Home,547.54,50.9,COD,Mobile,4,0.127,8,0,2,5.0,1
ORD100159,Beauty,99.0,54.6,NetBanking,Desktop,3,0.021,6,0,3,4.7,0
ORD100160,Apparel,4346.11,40.0,UPI,Tablet,3,0.065,5,0,3,3.3,1
ORD100161,Books,260.56,15.0,COD,Tablet,4,0.146,3,0,2,4.1,0
ORD100162,Apparel,268.26,28.7,UPI,Mobile,3,0.136,3,0,3,4.9,0
ORD100163,Apparel,1537.26,33.6,Card,Mobile,2,0.072,5,1,2,4.0,0
ORD100164,Electronics,182.89,26.0,UPI,Mobile,6,0.0,5,0,3,3.0,1
ORD100165,Footwear,688.56,39.6,Card,Mobile,3,0.095,4,0,1,4.8,0
ORD100166,Beauty,324.86,13.1,COD,Mobile,5,0.009,8,0,3,4.1,0
ORD100167,Beauty,392.52,27.6,COD,Desktop,6,0.142,5,0,3,4.2,0
ORD100168,Footwear,515.29,11.5,UPI,Tablet,2,0.218,4,0,1,4.2,0
ORD100169,Toys,168.29,27.7,UPI,Mobile,2,0.35,6,0,3,4.2,0
ORD100170,Apparel,440.92,43.6,Card,Mobile,4,0.044,5,0,2,3.1,0
ORD100171,Electronics,1240.61,37.9,Wallet,Mobile,3,0.067,6,0,3,5.0,0
ORD100172,Apparel,460.75,21.8,Card,Mobile,4,0.271,5,0,3,3.8,0
ORD100173,Books,11484.07,1.6,UPI,Mobile,6,0.066,1,0,2,3.5,0
ORD100174,Apparel,535.1,35.8,UPI,Mobile,4,0.107,3,0,3,4.4,1
ORD100175,Apparel,167.85,14.7,NetBanking,Mobile,3,0.073,4,0,3,4.4,0
ORD100176,Footwear,308.16,63.7,Card,Desktop,3,0.194,3,0,2,3.4,0
ORD100177,Toys,99.0,57.1,Card,Mobile,1,0.201,2,0,2,3.9,0
ORD100178,Books,1299.65,5.3,COD,Desktop,1,0.313,6,0,1,4.8,0
ORD100179,Home,2090.0,36.9,Card,Desktop,2,0.15,5,0,1,3.6,0
ORD100180,Books,1052.22,34.9,COD,Mobile,2,0.164,4,0,2,3.4,0
ORD100181,Books,231.34,30.7,Card,Mobile,7,0.133,9,0,2,3.7,0
ORD100182,Electronics,224.71,8.6,NetBanking,Tablet,4,0.096,4,0,2,4.0,0
ORD100183,Footwear,956.21,12.1,NetBanking,Mobile,5,0.051,7,0,3,3.9,0
ORD100184,Beauty,308.32,8.5,COD,Mobile,8,0.126,3,0,1,3.2,0
ORD100185,Home,227.1,17.7,Card,Mobile,2,0.158,4,0,2,4.1,0
ORD100186,Footwear,205.36,6.1,COD,Desktop,7,0.115,4,0,1,3.9,0
ORD100187,Apparel,2649.56,12.7,UPI,Mobile,3,0.217,7,0,2,4.2,0
ORD100188,Home,324.5,25.5,Card,Mobile,4,0.272,3,0,3,4.5,0
ORD100189,Apparel,1041.6,37.7,UPI,Desktop,3,0.259,5,0,1,3.0,0
ORD100190,Books,808.04,5.7,COD,Mobile,6,0.0,6,0,3,4.1,0
ORD100191,Apparel,229.57,27.8,Card,Desktop,4,0.159,7,0,1,3.3,0
ORD100192,Apparel,511.06,10.6,Card,Mobile,2,0.345,5,0,1,3.9,0
ORD100193,Beauty,200.13,6.6,UPI,Desktop,5,0.135,3,0,3,2.7,0
ORD100194,Apparel,1813.75,48.2,UPI,Mobile,2,0.259,6,0,3,3.3,1
ORD100195,Apparel,217.08,13.7,Card,Mobile,5,0.094,8,0,2,4.2,0
ORD100196,Electronics,684.54,15.7,UPI,Mobile,1,0.048,3,0,2,3.8,0
ORD100197,Books,315.84,32.2,COD,Mobile,8,0.132,6,0,2,3.9,0
ORD100198,Apparel,214.35,14.1,UPI,Mobile,5,0.08,4,1,1,5.0,0
ORD100199,Footwear,1299.3,4.3,Card,Mobile,6,0.054,3,0,2,4.5,0
ORD100200,Beauty,308.26,28.6,COD,Mobile,2,0.031,1,0,2,3.4,0
ORD100201,Toys,99.0,22.5,COD,Mobile,3,0.257,7,0,2,5.0,0
ORD100202,Electronics,721.9,9.5,NetBanking,Mobile,3,0.0,4,0,2,4.7,0
ORD100203,Apparel,260.67,30.9,NetBanking,Mobile,5,0.059,4,0,3,5.0,0
ORD100204,Apparel,567.84,16.9,UPI,Desktop,3,0.166,4,0,1,4.2,0
ORD100205,Apparel,1064.76,19.4,Card,Mobile,9,0.161,4,0,1,4.0,0
ORD100206,Apparel,679.23,8.7,Wallet,Desktop,3,0.086,5,0,2,4.1,0
ORD100207,Home,1096.55,36.4,UPI,Mobile,2,0.102,5,0,1,4.7,0
ORD100208,Apparel,153.19,44.7,COD,Mobile,3,0.054,5,0,1,3.8,0
ORD100209,Electronics,1448.98,16.2,UPI,Mobile,3,0.129,6,0,3,4.2,0
ORD100210,Home,377.02,31.7,NetBanking,Mobile,2,0.165,2,0,3,3.9,0
ORD100211,Electronics,136.46,31.2,Card,Desktop,5,0.04,4,0,2,3.4,0
ORD100212,Apparel,99.0,47.0,COD,Mobile,3,0.119,5,0,1,3.2,1
ORD100213,Beauty,373.33,18.4,NetBanking,Tablet,7,0.05,4,0,1,3.7,0
ORD100214,Home,242.84,45.5,Card,Desktop,4,0.154,5,0,1,4.4,0
ORD100215,Home,246.25,10.7,UPI,Mobile,4,0.171,6,1,1,5.0,0
ORD100216,Apparel,665.76,35.8,Wallet,Tablet,4,0.03,6,0,2,4.5,0
ORD100217,Apparel,2317.5,27.7,Card,Mobile,7,0.112,4,0,1,2.3,0
ORD100218,Books,218.88,16.4,Card,Desktop,6,0.147,4,0,3,4.6,0
ORD100219,Footwear,535.3,14.4,NetBanking,Mobile,3,0.114,1,0,2,3.9,0
ORD100220,Footwear,295.6,9.2,COD,Mobile,3,0.148,1,0,3,3.9,0
ORD100221,Electronics,202.7,13.1,Card,Mobile,6,0.093,6,0,3,4.0,0
ORD100222,Home,197.48,12.2,UPI,Desktop,3,0.145,1,0,3,4.0,0
ORD100223,Toys,2160.42,17.3,NetBanking,Mobile,4,0.263,5,1,3,4.7,0
ORD100224,Apparel,498.67,9.0,NetBanking,Mobile,2,0.004,1,0,3,3.7,0
ORD100225,Books,415.27,12.2,Card,Tablet,3,0.209,3,0,3,5.0,0
ORD100226,Apparel,265.93,26.3,Card,Mobile,6,0.106,5,0,1,4.0,0
ORD100227,Electronics,523.49,15.2,Card,Tablet,2,0.341,3,0,2,5.0,0
ORD100228,Home,277.49,8.3,COD,Mobile,8,0.055,5,0,2,3.8,0
ORD100229,Apparel,2799.05,5.6,UPI,Desktop,3,0.12,1,0,3,4.7,0
ORD100230,Apparel,618.09,57.5,COD,Mobile,3,0.165,4,0,2,3.5,1
ORD100231,Footwear,558.64,25.8,Card,Desktop,8,0.037,9,0,1,3.3,0
ORD100232,Toys,547.37,7.3,UPI,Desktop,8,0.08,5,0,2,4.0,0
ORD100233,Electronics,1598.83,13.0,UPI,Mobile,4,0.101,3,1,1,4.6,0
ORD100234,Books,483.06,15.6,COD,Desktop,4,0.074,3,0,3,4.9,0
ORD100235,Beauty,320.92,11.1,UPI,Tablet,4,0.021,1,0,3,4.1,0
ORD100236,Electronics,569.61,44.3,UPI,Desktop,8,0.175,7,0,2,4.1,1
ORD100237,Beauty,1004.46,55.9,Wallet,Tablet,2,0.034,7,0,2,3.7,0
ORD100238,Apparel,1428.91,20.4,NetBanking,Desktop,3,0.15,3,0,1,3.9,0
ORD100239,Apparel,597.95,40.0,UPI,Mobile,4,0.249,3,0,1,4.6,0
ORD100240,Beauty,605.73,62.9,Card,Desktop,5,0.013,2,0,1,4.9,0
ORD100241,Beauty,1204.07,14.6,COD,Desktop,7,0.068,2,0,3,4.2,0
ORD100242,Apparel,99.0,11.9,COD,Mobile,2,0.077,2,0,1,4.6,0
ORD100243,Electronics,533.46,35.9,UPI,Mobile,2,0.0,5,0,3,4.5,0
ORD100244,Home,291.2,24.7,Card,Mobile,7,0.007,2,0,3,4.9,0
ORD100245,Books,519.17,13.2,COD,Desktop,3,0.044,4,0,3,3.6,0
ORD100246,Home,678.67,23.2,COD,Desktop,1,0.013,7,0,1,3.5,0
ORD100247,Footwear,1510.96,10.4,UPI,Desktop,3,0.023,5,0,1,3.6,1
ORD100248,Footwear,141.73,24.7,COD,Mobile,8,0.205,2,0,2,4.5,1
ORD100249,Footwear,257.92,25.5,UPI,Mobile,5,0.298,4,1,3,4.4,0
ORD100250,Home,221.29,16.9,UPI,Mobile,2,0.071,6,0,1,3.4,0
ORD100251,Books,285.38,11.9,NetBanking,Desktop,5,0.091,3,0,3,4.3,0
ORD100252,Electronics,143.57,29.1,COD,Desktop,2,0.245,1,0,2,3.2,0
ORD100253,Apparel,3373.47,26.9,COD,Desktop,3,0.155,4,0,3,4.0,1
ORD100254,Apparel,1078.86,22.5,COD,Mobile,4,0.001,1,1,3,4.0,0
ORD100255,Home,245.22,26.8,COD,Desktop,3,0.031,4,0,1,2.8,0
ORD100256,Beauty,499.67,12.6,Card,Mobile,2,0.0,5,1,1,3.7,0
ORD100257,Apparel,333.19,14.3,UPI,Tablet,6,0.179,4,0,2,3.8,1
ORD100258,Apparel,567.09,30.2,COD,Desktop,1,0.253,2,0,3,4.4,0
ORD100259,Electronics,246.91,25.8,NetBanking,Mobile,3,0.151,6,0,2,4.4,0
ORD100260,Apparel,125.12,6.0,Card,Desktop,5,0.14,4,0,2,5.0,0
ORD100261,Beauty,294.41,16.7,COD,Mobile,6,0.139,1,0,3,4.1,0
ORD100262,Footwear,1708.19,24.9,COD,Desktop,1,0.116,5,0,3,5.0,1
ORD100263,Apparel,129.48,13.5,Card,Desktop,4,0.002,6,0,2,3.7,1
ORD100264,Books,1322.68,18.0,Card,Desktop,4,0.086,5,0,1,4.3,0
ORD100265,Apparel,815.62,9.8,NetBanking,Mobile,5,0.156,5,0,3,3.9,0
ORD100266,Apparel,343.89,29.6,COD,Desktop,4,0.062,2,0,3,5.0,1
ORD100267,Apparel,967.83,29.0,Card,Mobile,2,0.175,4,0,3,3.4,0
ORD100268,Apparel,594.52,5.5,COD,Desktop,5,0.074,5,0,1,5.0,0
ORD100269,Apparel,99.0,20.2,COD,Tablet,3,0.023,5,0,2,4.8,0
ORD100270,Apparel,342.38,22.0,Card,Mobile,2,0.093,3,0,2,5.0,0
ORD100271,Apparel,351.53,21.3,Card,Mobile,7,0.045,3,0,3,5.0,0
ORD100272,Apparel,1808.94,35.6,COD,Desktop,4,0.082,4,0,2,4.9,0
ORD100273,Electronics,343.52,12.6,COD,Desktop,4,0.077,6,1,3,4.4,0
ORD100274,Home,407.57,16.3,Card,Mobile,1,0.013,5,0,2,4.4,0
ORD100275,Footwear,173.28,26.4,COD,Tablet,4,0.014,5,0,2,3.7,0
ORD100276,Footwear,465.46,15.1,COD,Tablet,10,0.161,4,0,1,4.1,0
ORD100277,Electronics,169.02,17.3,COD,Desktop,3,0.116,1,0,1,3.7,0
ORD100278,Books,1309.55,30.5,COD,Mobile,6,0.044,5,1,3,3.4,0
ORD100279,Books,337.48,4.9,Card,Mobile,2,0.095,5,0,1,3.9,0
ORD100280,Apparel,168.65,24.6,COD,Mobile,3,0.099,4,0,2,3.5,0
ORD100281,Apparel,1484.69,7.6,UPI,Desktop,3,0.284,1,1,3,4.4,0
ORD100282,Apparel,152.1,20.1,Card,Mobile,4,0.2,4,0,3,3.6,1
ORD100283,Apparel,620.06,33.8,COD,Mobile,3,0.134,2,0,2,4.7,0
ORD100284,Electronics,129.21,15.4,UPI,Mobile,5,0.113,6,0,1,4.5,0
ORD100285,Footwear,641.44,30.3,COD,Desktop,5,0.301,5,0,1,3.1,1
ORD100286,Apparel,1287.94,4.6,Card,Mobile,1,0.179,2,0,3,5.0,0
ORD100287,Footwear,274.96,10.0,Card,Desktop,2,0.436,4,0,2,3.1,0
ORD100288,Electronics,170.41,14.1,Card,Mobile,2,0.0,3,0,3,4.8,0
ORD100289,Apparel,175.25,7.8,UPI,Mobile,11,0.147,6,0,2,3.7,0
ORD100290,Beauty,468.8,24.3,Card,Mobile,4,0.063,2,0,1,4.5,0
ORD100291,Apparel,2793.92,29.3,UPI,Mobile,6,0.185,2,0,2,4.1,0
ORD100292,Books,1288.41,57.8,UPI,Mobile,7,0.056,5,0,1,4.1,0
ORD100293,Apparel,1412.94,21.7,COD,Mobile,4,0.102,1,0,2,3.3,1
ORD100294,Beauty,188.12,39.6,COD,Mobile,2,0.009,1,0,2,3.8,0
ORD100295,Books,1322.43,11.9,COD,Tablet,1,0.242,3,0,1,5.0,1
ORD100296,Toys,1197.94,10.4,COD,Mobile,4,0.077,6,0,2,3.4,0
ORD100297,Beauty,648.4,39.9,NetBanking,Mobile,4,0.106,4,0,2,5.0,0
ORD100298,Beauty,279.11,22.4,Wallet,Mobile,4,0.079,4,0,2,3.5,0
ORD100299,Home,1182.01,48.7,COD,Mobile,6,0.066,5,0,3,4.2,0
ORD100300,Beauty,267.72,51.6,NetBanking,Mobile,4,0.134,2,0,1,5.0,0
ORD100301,Apparel,890.25,7.1,Card,Desktop,8,0.065,3,0,2,3.5,1
ORD100302,Electronics,349.8,32.8,UPI,Desktop,0,0.0,3,0,3,3.3,0
ORD100303,Electronics,202.97,32.2,Wallet,Mobile,3,0.212,4,0,2,4.6,0
ORD100304,Books,342.16,12.9,Card,Desktop,7,0.169,2,0,2,3.6,0
